hotel,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,meal,country,market_segment,distribution_channel,reserved_room_type,assigned_room_type,booking_changes,deposit_type,customer_type,adr,required_car_parking_spaces,total_of_special_requests,canceled
City Hotel,May,21,23,0,3,2,BB,FRA,Online TA,TA/TO,A,A,0,No Deposit,Transient,125.1,0,2,0
Resort Hotel,June,23,6,0,5,2,HB,PRT,Online TA,TA/TO,D,D,0,No Deposit,Transient,171.0,1,2,0
Resort Hotel,August,33,13,2,1,2,BB,ESP,Online TA,TA/TO,D,D,0,No Deposit,Transient,193.33,0,0,1
City Hotel,October,41,7,0,2,1,BB,PRT,Online TA,TA/TO,D,F,0,No Deposit,Contract,155.0,0,2,0
City Hotel,May,19,6,0,1,2,BB,ESP,Online TA,TA/TO,D,E,0,No Deposit,Transient,167.0,1,0,0
Resort Hotel,February,6,8,0,1,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,34.0,0,0,0
Resort Hotel,May,22,23,4,10,2,BB,GBR,Offline TA/TO,TA/TO,A,A,0,No Deposit,Contract,53.85,0,2,0
Resort Hotel,September,38,17,0,1,1,BB,GBR,Online TA,TA/TO,A,A,0,No Deposit,Transient,146.0,0,0,0
Resort Hotel,February,7,14,0,1,2,BB,PRT,Direct,Direct,D,D,0,No Deposit,Transient,78.0,0,2,0
Resort Hotel,April,18,30,2,5,2,HB,PRT,Groups,TA/TO,D,D,0,No Deposit,Transient-Party,83.43,0,0,1
Resort Hotel,December,52,24,2,3,2,HB,ESP,Online TA,TA/TO,A,A,0,No Deposit,Transient,83.76,1,1,0
Resort Hotel,September,38,17,0,3,1,BB,GBR,Groups,Corporate,A,A,0,Non Refund,Transient,33.3,0,0,1
Resort Hotel,March,10,5,2,1,1,HB,GBR,Direct,Direct,A,H,1,No Deposit,Transient,61.0,0,0,0
Resort Hotel,October,43,18,0,2,2,BB,USA,Online TA,TA/TO,A,A,0,No Deposit,Transient,43.89,0,1,0
City Hotel,July,31,29,0,2,0,BB,BEL,Direct,Direct,B,B,0,No Deposit,Transient-Party,6.0,0,1,0
City Hotel,September,40,27,0,4,2,BB,BEL,Online TA,TA/TO,F,F,0,No Deposit,Transient,226.5,0,0,1
City Hotel,September,40,28,1,2,1,BB,FRA,Corporate,Direct,A,A,0,No Deposit,Transient,95.0,0,1,0
Resort Hotel,March,11,12,0,1,2,BB,PRT,Direct,Direct,A,A,0,No Deposit,Transient,56.0,0,1,0
Resort Hotel,June,22,2,1,2,2,HB,GBR,Online TA,TA/TO,A,A,0,No Deposit,Transient,79.66,0,0,1
Resort Hotel,April,15,4,1,1,2,HB,DEU,Groups,TA/TO,A,A,0,Non Refund,Transient-Party,85.0,0,0,0
City Hotel,August,35,26,1,2,2,SC,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,124.67,0,1,0
City Hotel,November,45,5,0,1,2,BB,PRT,Direct,Direct,A,A,1,No Deposit,Transient,12.0,0,0,0
City Hotel,January,5,27,0,2,1,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,70.0,0,0,1
City Hotel,January,1,2,1,4,2,HB,RUS,Online TA,TA/TO,A,A,0,No Deposit,Transient,109.65,0,2,1
Resort Hotel,November,48,26,2,2,2,BB,FRA,Offline TA/TO,TA/TO,A,D,0,No Deposit,Transient,29.0,1,0,0
City Hotel,October,44,27,0,5,2,BB,GBR,Online TA,TA/TO,A,A,0,No Deposit,Contract,72.25,0,3,0
City Hotel,February,6,5,2,2,1,SC,GBR,Online TA,TA/TO,A,A,0,No Deposit,Transient,51.05,0,1,0
City Hotel,November,48,27,1,2,1,BB,PRT,Groups,TA/TO,A,A,1,No Deposit,Transient-Party,56.0,0,0,0
City Hotel,February,8,19,1,2,2,BB,FRA,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,66.0,0,0,0
City Hotel,April,15,9,1,1,2,BB,PRT,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,70.0,0,0,1
Resort Hotel,September,36,3,1,1,3,BB,ESP,Online TA,TA/TO,H,H,0,No Deposit,Transient,204.0,0,0,1
City Hotel,September,39,24,0,2,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Contract,62.0,0,0,1
Resort Hotel,November,45,5,0,1,2,BB,PRT,Online TA,TA/TO,A,D,0,No Deposit,Transient,66.0,1,2,0
City Hotel,July,29,11,1,3,2,BB,FRA,Online TA,TA/TO,A,A,1,No Deposit,Transient,110.58,1,1,0
Resort Hotel,November,48,23,1,2,2,BB,ESP,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,29.0,0,0,0
City Hotel,July,28,7,0,1,2,BB,CHE,Online TA,TA/TO,A,A,0,No Deposit,Transient,114.3,0,1,1
City Hotel,February,8,14,4,7,1,BB,PRT,Online TA,TA/TO,D,A,0,No Deposit,Transient,106.0,0,0,0
City Hotel,May,19,12,1,2,3,HB,GBR,Online TA,TA/TO,E,E,0,No Deposit,Transient,208.2,0,2,0
City Hotel,March,13,28,0,4,2,BB,DEU,Online TA,TA/TO,A,A,0,No Deposit,Transient,91.8,0,0,0
City Hotel,July,30,27,0,3,2,BB,ESP,Online TA,TA/TO,D,D,3,No Deposit,Transient,230.0,0,3,0
City Hotel,April,15,6,0,1,2,HB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,104.0,0,0,0
City Hotel,December,52,18,2,1,2,SC,GRC,Online TA,TA/TO,A,A,2,No Deposit,Transient,79.2,0,1,1
City Hotel,March,13,24,0,3,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,56.38,0,1,0
City Hotel,June,25,23,1,2,3,BB,FRA,Online TA,TA/TO,D,D,0,No Deposit,Transient,162.0,0,0,0
City Hotel,January,3,18,2,5,2,HB,NLD,Online TA,TA/TO,D,D,0,No Deposit,Transient,130.42,0,1,0
Resort Hotel,March,13,27,1,1,2,BB,PRT,Groups,Corporate,D,D,0,Non Refund,Transient,65.0,0,0,1
City Hotel,July,31,27,1,4,3,BB,FRA,Online TA,TA/TO,D,D,0,No Deposit,Transient,141.3,0,0,0
City Hotel,July,31,30,1,1,2,HB,ITA,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,96.0,0,1,0
City Hotel,July,30,29,2,1,2,SC,CHE,Online TA,TA/TO,A,A,0,No Deposit,Transient,119.33,0,1,1
City Hotel,June,24,17,2,3,1,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,120.0,0,0,1
Resort Hotel,February,5,1,0,3,1,BB,BEL,Direct,TA/TO,A,D,1,No Deposit,Transient,47.67,1,2,0
City Hotel,September,36,1,0,2,2,BB,ESP,Online TA,TA/TO,A,A,0,No Deposit,Transient,131.0,0,2,1
City Hotel,April,17,22,1,2,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,85.0,0,0,1
City Hotel,April,16,13,0,1,2,BB,IND,Online TA,TA/TO,A,A,0,No Deposit,Transient,105.3,0,0,0
City Hotel,February,8,19,0,1,2,BB,PRT,Corporate,Corporate,A,A,0,No Deposit,Transient-Party,80.0,0,0,1
City Hotel,August,33,8,2,5,2,BB,FRA,Online TA,TA/TO,F,F,0,No Deposit,Transient,184.95,0,1,0
City Hotel,June,22,1,0,3,2,BB,PRT,Offline TA/TO,TA/TO,A,D,0,No Deposit,Transient,85.0,0,0,0
City Hotel,March,11,15,0,2,1,BB,PRT,Offline TA/TO,TA/TO,A,A,1,No Deposit,Transient-Party,65.0,0,1,1
City Hotel,May,21,15,2,2,1,BB,DEU,Offline TA/TO,TA/TO,A,A,1,No Deposit,Transient-Party,66.88,0,0,0
Resort Hotel,March,9,2,0,3,1,BB,GBR,Groups,Corporate,A,A,1,No Deposit,Transient-Party,29.0,0,0,0
City Hotel,August,33,8,1,2,2,BB,BEL,Online TA,TA/TO,A,B,1,No Deposit,Transient-Party,96.3,0,2,0
City Hotel,October,42,11,2,3,1,BB,BRA,Online TA,TA/TO,A,A,0,No Deposit,Transient,92.4,0,0,0
City Hotel,April,16,17,1,3,3,HB,FRA,Online TA,TA/TO,E,E,0,No Deposit,Transient,198.0,0,1,0
City Hotel,October,44,28,0,3,2,BB,ISR,Groups,TA/TO,A,D,0,No Deposit,Transient-Party,85.67,0,0,0
City Hotel,January,4,25,0,2,1,SC,USA,Online TA,TA/TO,A,A,0,No Deposit,Transient,54.05,0,1,0
City Hotel,April,17,29,0,1,3,BB,EST,Online TA,TA/TO,E,A,0,No Deposit,Transient,215.0,0,0,1
City Hotel,July,30,20,1,1,2,BB,PRT,Groups,TA/TO,A,A,0,No Deposit,Contract,62.0,0,0,1
Resort Hotel,October,45,31,1,4,2,HB,ESP,Online TA,TA/TO,E,E,0,No Deposit,Transient,82.8,0,3,1
Resort Hotel,July,27,2,2,5,2,HB,GBR,Offline TA/TO,TA/TO,A,A,1,No Deposit,Transient,79.9,0,0,0
City Hotel,March,11,16,1,3,1,BB,CHE,Online TA,TA/TO,A,A,0,No Deposit,Transient,64.14,0,1,0
Resort Hotel,June,24,14,0,1,2,BB,CHN,Online TA,TA/TO,D,D,0,No Deposit,Transient,155.0,0,0,0
Resort Hotel,April,14,3,1,0,1,BB,PRT,Corporate,Corporate,A,D,0,No Deposit,Transient,45.0,0,0,0
City Hotel,July,29,16,2,2,2,SC,ROU,Online TA,TA/TO,A,A,0,No Deposit,Transient,87.13,0,0,1
City Hotel,April,18,28,0,3,1,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,110.0,0,0,1
City Hotel,April,14,5,0,2,1,BB,PRT,Aviation,Corporate,D,E,1,No Deposit,Transient,110.0,0,0,0
City Hotel,March,10,10,1,2,1,BB,DNK,Online TA,TA/TO,A,A,2,No Deposit,Transient,90.0,0,2,1
City Hotel,October,41,6,0,3,2,BB,PRT,Offline TA/TO,TA/TO,A,A,1,No Deposit,Transient-Party,90.0,0,0,0
City Hotel,June,27,30,0,2,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,62.0,0,0,1
City Hotel,November,47,18,6,14,2,SC,AGO,Online TA,TA/TO,A,A,0,No Deposit,Transient,75.86,0,0,1
City Hotel,March,12,25,2,2,2,BB,BRA,Online TA,TA/TO,D,D,0,No Deposit,Transient,77.23,0,1,0
City Hotel,February,7,9,0,4,1,BB,CHL,Online TA,TA/TO,A,A,0,No Deposit,Transient,73.9,0,1,0
City Hotel,April,18,27,0,4,2,BB,NOR,Online TA,TA/TO,D,D,0,No Deposit,Transient,118.15,0,1,0
City Hotel,July,31,24,2,2,2,BB,GBR,Direct,Direct,A,A,0,No Deposit,Transient,94.5,0,1,0
Resort Hotel,July,28,15,0,1,3,BB,PRT,Online TA,TA/TO,A,A,1,No Deposit,Transient,147.0,0,0,1
City Hotel,October,42,11,2,2,2,BB,IRL,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,72.76,0,0,0
City Hotel,May,20,13,2,2,2,BB,DEU,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,80.75,0,0,0
City Hotel,November,46,7,0,0,2,BB,PRT,Online TA,TA/TO,A,K,0,No Deposit,Transient,0.0,0,1,0
City Hotel,October,41,6,2,5,2,BB,DEU,Online TA,TA/TO,A,A,0,No Deposit,Transient,102.85,0,1,0
City Hotel,August,32,12,4,6,2,SC,AUT,Online TA,TA/TO,A,A,0,No Deposit,Transient,78.61,0,1,0
Resort Hotel,July,30,27,1,3,2,BB,PRT,Online TA,TA/TO,E,E,1,No Deposit,Transient-Party,245.0,0,3,0
City Hotel,June,26,30,0,1,1,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,120.0,0,0,1
City Hotel,April,15,6,0,1,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,75.0,0,0,1
Resort Hotel,June,25,24,4,10,2,HB,ITA,Online TA,TA/TO,A,A,0,No Deposit,Transient,126.0,0,0,1
City Hotel,February,7,8,1,1,2,BB,CHN,Online TA,TA/TO,A,A,0,No Deposit,Transient,64.64,0,1,0
City Hotel,February,7,17,0,2,2,BB,BEL,Online TA,TA/TO,A,A,0,No Deposit,Transient,93.6,0,1,1
City Hotel,April,15,7,0,3,2,BB,BEL,Online TA,TA/TO,D,D,0,No Deposit,Transient-Party,118.8,0,0,0
City Hotel,October,43,16,2,2,2,SC,FIN,Online TA,TA/TO,A,A,0,No Deposit,Transient,91.63,0,1,0
City Hotel,September,39,25,2,2,2,BB,PRT,Offline TA/TO,TA/TO,A,E,0,No Deposit,Transient-Party,185.0,0,0,0
Resort Hotel,June,24,10,0,2,2,BB,PRT,Online TA,TA/TO,E,F,1,No Deposit,Transient,120.0,1,2,0
Resort Hotel,August,34,17,0,4,2,BB,GIB,Online TA,TA/TO,A,A,0,No Deposit,Transient,189.0,0,2,1
Resort Hotel,January,2,8,1,2,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,29.0,0,1,1
City Hotel,May,18,6,2,1,2,BB,FRA,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,90.0,0,1,0
City Hotel,January,2,12,0,3,2,BB,GBR,Online TA,TA/TO,D,D,0,No Deposit,Transient,116.0,0,1,1
City Hotel,March,11,9,0,1,1,BB,SWE,Online TA,TA/TO,A,A,0,No Deposit,Transient-Party,95.0,0,0,0
City Hotel,December,53,31,1,3,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,77.5,0,0,1
City Hotel,July,28,12,2,5,2,BB,SWE,Online TA,TA/TO,E,E,0,No Deposit,Transient,143.1,0,2,0
City Hotel,September,37,12,2,2,2,BB,PRT,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,62.0,0,0,1
City Hotel,July,27,2,2,0,2,BB,DEU,Online TA,TA/TO,F,F,0,No Deposit,Transient,179.1,0,0,1
City Hotel,May,20,13,1,2,2,SC,IRL,Online TA,TA/TO,A,A,0,No Deposit,Transient,116.1,0,1,0
Resort Hotel,May,21,16,1,3,1,BB,PRT,Corporate,Direct,A,A,0,No Deposit,Transient,42.0,1,0,0
Resort Hotel,March,14,28,1,1,2,BB,PRT,Direct,Direct,G,G,0,No Deposit,Transient,87.0,1,0,0
City Hotel,September,40,29,0,2,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,48.0,0,0,1
City Hotel,March,11,10,1,3,2,SC,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,63.75,0,1,0
City Hotel,February,8,16,0,1,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,72.8,0,0,0
Resort Hotel,January,5,31,0,1,1,BB,PRT,Corporate,Corporate,A,D,0,No Deposit,Transient,35.0,0,0,0
City Hotel,August,31,5,2,2,2,BB,IRL,Online TA,TA/TO,A,A,1,No Deposit,Transient,114.8,0,0,0
City Hotel,February,6,5,0,2,2,SC,ARM,Online TA,TA/TO,A,A,1,No Deposit,Transient,65.2,0,0,0
Resort Hotel,November,46,9,0,4,1,BB,NLD,Online TA,TA/TO,A,A,0,No Deposit,Transient,37.8,0,3,0
City Hotel,April,17,29,1,1,2,SC,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,115.0,0,1,1
Resort Hotel,July,30,19,2,4,2,BB,ESP,Online TA,TA/TO,E,E,1,No Deposit,Transient,160.0,0,0,0
Resort Hotel,May,20,18,0,1,2,BB,PRT,Online TA,TA/TO,F,F,2,No Deposit,Transient,125.0,0,1,1
Resort Hotel,March,14,27,2,4,2,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,45.6,0,2,1
City Hotel,March,12,24,0,2,2,BB,FRA,Online TA,TA/TO,D,D,0,No Deposit,Transient,106.2,0,0,1
City Hotel,November,48,25,0,2,2,SC,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,95.0,0,0,0
Resort Hotel,September,36,5,0,1,2,BB,FRA,Direct,Direct,A,G,0,No Deposit,Transient,172.0,1,0,0
City Hotel,October,42,12,0,1,1,BB,PRT,Corporate,Corporate,A,D,0,No Deposit,Transient,67.0,1,0,0
City Hotel,May,20,9,5,10,1,BB,IRL,Aviation,Corporate,D,D,0,No Deposit,Transient,110.0,0,0,0
City Hotel,July,31,25,1,2,2,SC,NLD,Online TA,TA/TO,A,A,0,No Deposit,Transient,94.5,0,0,1
City Hotel,December,53,27,0,1,2,SC,ESP,Online TA,TA/TO,A,A,1,No Deposit,Transient,79.2,0,2,1
Resort Hotel,September,38,16,0,4,2,BB,PRT,Online TA,TA/TO,A,A,1,No Deposit,Transient,77.75,0,1,1
City Hotel,December,53,27,2,4,2,BB,PRT,Online TA,TA/TO,B,B,0,No Deposit,Transient-Party,77.35,0,1,1
City Hotel,September,39,18,2,1,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,80.75,0,0,0
City Hotel,April,16,11,1,1,2,BB,GBR,Online TA,TA/TO,A,A,0,No Deposit,Transient,105.3,0,0,1
City Hotel,May,22,23,1,3,1,BB,GBR,Direct,Direct,E,E,0,No Deposit,Transient,150.45,0,0,1
Resort Hotel,December,53,30,0,4,2,Undefined,PRT,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,136.5,0,0,0
Resort Hotel,November,48,26,0,3,2,BB,PRT,Direct,Direct,A,D,1,No Deposit,Transient,43.0,0,0,0
City Hotel,December,49,3,1,1,2,BB,FRA,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,75.0,0,0,0
City Hotel,September,37,5,1,0,2,SC,GBR,Online TA,TA/TO,A,A,0,No Deposit,Transient,99.0,0,3,0
City Hotel,February,7,12,0,2,1,BB,FIN,Direct,Direct,A,A,0,No Deposit,Transient,79.0,0,0,0
City Hotel,June,23,8,0,2,1,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,120.0,0,0,1
City Hotel,June,27,27,1,0,2,BB,BRA,Online TA,TA/TO,A,A,0,No Deposit,Transient,96.3,0,0,1
Resort Hotel,April,18,30,1,1,2,HB,DEU,Groups,TA/TO,A,C,0,No Deposit,Transient-Party,85.0,0,0,0
City Hotel,June,25,17,0,2,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,140.0,0,0,1
City Hotel,January,1,1,2,2,2,BB,ESP,Online TA,TA/TO,B,B,0,No Deposit,Transient,178.25,0,0,1
City Hotel,December,50,9,1,2,2,BB,DEU,Online TA,TA/TO,A,A,0,No Deposit,Transient,78.3,0,3,0
City Hotel,January,3,10,2,1,2,BB,FRA,Online TA,TA/TO,A,A,0,No Deposit,Transient,97.33,0,1,0
City Hotel,October,41,7,0,1,1,BB,PRT,Corporate,Corporate,A,A,0,No Deposit,Transient,85.5,0,0,1
City Hotel,September,40,26,1,2,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,75.0,0,0,1
Resort Hotel,August,34,19,1,4,2,BB,POL,Online TA,TA/TO,A,A,0,No Deposit,Transient,120.6,1,0,0
Resort Hotel,October,42,12,2,5,2,BB,GBR,Groups,Corporate,A,A,1,No Deposit,Transient-Party,66.0,0,0,0
Resort Hotel,October,44,28,0,1,1,BB,DEU,Corporate,Corporate,A,D,0,No Deposit,Transient,48.0,0,0,0
City Hotel,March,12,17,1,3,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,80.0,0,0,1
City Hotel,October,42,16,0,2,2,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient-Party,101.5,0,0,1
City Hotel,October,41,3,1,0,2,SC,CHN,Online TA,TA/TO,A,A,0,No Deposit,Transient,126.0,0,0,1
City Hotel,September,38,18,0,2,2,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient-Party,101.5,0,0,1
City Hotel,May,21,20,0,2,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,140.0,0,0,1
Resort Hotel,September,36,4,0,2,1,BB,ITA,Direct,Direct,A,E,0,No Deposit,Transient-Party,66.0,0,1,0
City Hotel,May,18,6,2,1,1,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,80.0,0,0,1
City Hotel,October,43,20,0,2,2,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,96.3,0,1,0
City Hotel,August,33,15,0,2,2,BB,NLD,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,80.1,0,0,0
City Hotel,June,23,7,0,2,2,BB,PRT,Corporate,Corporate,A,A,0,No Deposit,Transient,95.0,0,2,0
City Hotel,April,18,27,0,4,2,BB,NOR,Online TA,TA/TO,A,A,0,No Deposit,Transient,105.4,0,1,0
City Hotel,July,30,27,0,3,2,BB,NLD,Online TA,TA/TO,B,A,2,No Deposit,Transient,90.05,0,1,0
Resort Hotel,May,22,23,1,5,2,HB,ESP,Online TA,TA/TO,A,A,0,No Deposit,Transient,85.2,1,1,0
City Hotel,July,30,21,0,2,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,62.0,0,0,1
City Hotel,August,32,7,1,2,2,BB,SWE,Online TA,TA/TO,A,A,0,No Deposit,Transient,145.0,0,0,1
City Hotel,May,19,8,1,1,1,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,120.0,0,0,1
City Hotel,May,20,9,1,2,2,BB,FRA,Offline TA/TO,TA/TO,A,D,0,No Deposit,Transient,75.0,0,0,0
Resort Hotel,December,49,3,2,1,2,FB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,72.0,0,0,1
City Hotel,June,26,24,1,2,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,90.0,0,0,1
City Hotel,August,31,1,0,4,1,SC,FRA,Online TA,TA/TO,A,A,0,No Deposit,Transient,89.1,0,1,1
City Hotel,November,47,18,0,2,2,BB,IRL,Direct,Direct,A,A,0,No Deposit,Transient,79.2,0,1,0
Resort Hotel,May,19,12,1,2,2,HB,GBR,Online TA,TA/TO,D,D,0,No Deposit,Transient,132.0,0,1,0
City Hotel,March,10,11,2,3,1,SC,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,48.5,0,1,0
City Hotel,April,15,10,1,3,2,BB,FRA,Direct,Direct,A,A,0,No Deposit,Transient,101.25,0,1,1
City Hotel,August,31,1,2,5,2,SC,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,130.0,0,1,1
Resort Hotel,January,2,4,1,3,1,HB,PRT,Corporate,Corporate,A,A,0,No Deposit,Transient-Party,40.0,0,1,0
City Hotel,May,18,6,1,1,2,SC,FRA,Online TA,TA/TO,A,A,0,No Deposit,Transient,150.0,0,2,0
City Hotel,July,28,8,0,2,2,BB,PRT,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,62.0,0,0,0
Resort Hotel,May,22,27,2,5,2,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,Contract,62.48,0,1,0
Resort Hotel,May,21,15,2,5,2,BB,GBR,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,46.4,0,0,0
Resort Hotel,October,44,27,2,5,2,BB,IRL,Offline TA/TO,TA/TO,A,A,1,No Deposit,Transient,51.29,0,0,0
City Hotel,December,52,18,4,5,2,BB,ARE,Online TA,TA/TO,A,A,0,No Deposit,Transient,88.4,0,2,1
Resort Hotel,August,33,13,2,1,2,HB,ESP,Online TA,TA/TO,D,D,0,No Deposit,Transient,293.0,0,1,0
City Hotel,August,33,13,1,1,2,BB,DEU,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient,99.28,0,0,0
City Hotel,October,43,19,1,1,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Contract,62.0,0,0,1
City Hotel,February,9,24,0,3,2,BB,FRA,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,74.0,0,0,0
City Hotel,May,19,8,1,3,2,BB,PRT,Groups,TA/TO,A,A,0,No Deposit,Transient,127.5,0,0,1
Resort Hotel,February,8,25,6,15,1,HB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,36.55,0,1,0
Resort Hotel,November,46,11,0,1,2,BB,PRT,Direct,Direct,A,E,0,No Deposit,Transient,79.0,1,0,0
City Hotel,March,13,28,0,1,2,BB,FRA,Online TA,TA/TO,A,F,0,No Deposit,Transient,106.2,0,0,0
Resort Hotel,August,33,13,2,5,2,BB,DEU,Online TA,TA/TO,A,A,0,No Deposit,Transient,138.38,0,1,1
City Hotel,August,34,22,0,4,3,BB,ISR,Online TA,TA/TO,E,E,1,No Deposit,Transient,202.5,0,0,1
Resort Hotel,August,35,25,0,2,2,BB,PRT,Online TA,TA/TO,A,C,0,No Deposit,Transient,211.0,0,1,0
Resort Hotel,May,23,31,0,1,2,BB,ESP,Direct,Direct,F,F,0,No Deposit,Transient,105.0,0,0,0
City Hotel,March,13,24,0,2,2,BB,DNK,Online TA,TA/TO,A,A,0,No Deposit,Transient,146.0,0,1,0
City Hotel,May,18,1,1,3,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,130.0,0,0,1
Resort Hotel,August,35,28,2,3,2,BB,PRT,Direct,Direct,A,C,0,No Deposit,Transient,130.6,0,1,1
City Hotel,February,10,29,1,2,1,BB,DEU,Online TA,TA/TO,A,A,0,No Deposit,Transient,78.9,0,1,1
Resort Hotel,November,45,1,3,5,2,BB,DEU,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,26.1,0,0,0
City Hotel,May,20,18,0,3,2,BB,BEL,Online TA,TA/TO,A,A,0,No Deposit,Transient,135.0,0,0,0
City Hotel,January,4,21,2,8,1,BB,PRT,Direct,Direct,A,A,1,No Deposit,Transient-Party,75.6,0,1,0
City Hotel,April,17,24,1,0,2,BB,AUS,Online TA,TA/TO,D,D,0,No Deposit,Transient,108.0,0,0,0
City Hotel,October,41,8,0,1,2,SC,USA,Direct,Direct,A,A,0,No Deposit,Transient,180.0,0,0,0
City Hotel,August,33,14,2,5,2,SC,NLD,Online TA,TA/TO,A,A,0,No Deposit,Transient,78.44,0,1,0
City Hotel,July,30,24,0,1,2,SC,PRT,Direct,Direct,A,A,0,No Deposit,Transient,0.0,0,0,0
City Hotel,September,39,22,0,3,2,HB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,127.0,0,0,1
City Hotel,February,10,28,1,0,2,BB,PRT,Direct,Direct,G,G,0,No Deposit,Transient,226.0,0,3,0
Resort Hotel,February,6,6,1,0,1,HB,PRT,Complementary,Direct,D,E,0,No Deposit,Transient,0.0,0,0,1
Resort Hotel,September,36,1,2,4,2,HB,PRT,Direct,Direct,D,D,2,No Deposit,Transient-Party,115.0,0,1,0
City Hotel,April,17,17,2,0,2,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,110.0,0,0,1
Resort Hotel,July,29,22,2,5,2,BB,PRT,Online TA,TA/TO,G,G,0,No Deposit,Transient,244.0,0,0,1
City Hotel,August,31,4,2,4,2,HB,PRT,Online TA,TA/TO,F,F,0,No Deposit,Transient,256.5,0,0,0
Resort Hotel,February,7,8,1,1,2,BB,PRT,Online TA,TA/TO,G,G,0,No Deposit,Transient,98.0,0,1,0
Resort Hotel,October,41,6,1,3,2,BB,PRT,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,48.0,0,0,1
Resort Hotel,October,41,5,0,1,2,BB,USA,Direct,Direct,D,D,0,No Deposit,Transient,105.0,1,0,0
City Hotel,May,22,24,0,2,1,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,130.0,0,0,1
City Hotel,December,49,3,0,1,2,SC,USA,Online TA,TA/TO,A,D,0,No Deposit,Transient,60.98,0,1,0
City Hotel,May,20,9,5,10,1,BB,HRV,Aviation,Corporate,D,D,0,No Deposit,Transient,110.0,0,0,0
